sst_monthly,Latitude,Longitude,monthly_date,Reef_Site,Data_Type,mmm_from_sst,date,anomaly,DARL_DHM
27.948692299443408,-12.0875,96.875,2001-02-01,DAR Long,Coral Core (CCI),27.641036557474692,2001 Feb,0.30765574196871626,1.343969820179126
27.948692299443408,-12.0875,96.875,2001-03-01,DAR Long,Coral Core (CCI),27.641036557474692,2001 Mar,0.30765574196871626,1.6516255621478422
28.02965433680359,-12.0875,96.875,2001-04-01,DAR Long,Coral Core (CCI),27.641036557474692,2001 Apr,0.3886177793288965,2.0402433414767387
NA,NA,NA,2001-05-01,DARL,Coral Core (CCI),NA,2001 May,0,0
28.19157841152395,-12.0875,96.875,2001-06-01,DAR Long,Coral Core (CCI),27.641036557474692,2001 Jun,0.550541854049257,0.550541854049257
27.948692299443408,-12.0875,96.875,2001-07-01,DAR Long,Coral Core (CCI),27.641036557474692,2001 Jul,0.30765574196871626,0.8581975960179733
27.624844150002644,-12.0875,96.875,2001-08-01,DAR Long,Coral Core (CCI),27.641036557474692,2001 Aug,-0.01619240747204742,0
NA,NA,NA,2001-09-01,DARL,Coral Core (CCI),NA,2001 Sep,0,0
27.381958037922104,-12.0875,96.875,2001-10-01,DAR Long,Coral Core (CCI),27.641036557474692,2001 Oct,-0.2590785195525882,0
27.381958037922104,-12.0875,96.875,2001-11-01,DAR Long,Coral Core (CCI),27.641036557474692,2001 Nov,-0.2590785195525882,0
27.30099600056191,-12.0875,96.875,2001-12-01,DAR Long,Coral Core (CCI),27.641036557474692,2001 Dec,-0.3400405569127827,0
27.13907192584155,-12.0875,96.875,2002-01-01,DAR Long,Coral Core (CCI),27.641036557474692,2002 Jan,-0.5019646316331432,0
27.381958037922104,-12.0875,96.875,2002-02-01,DAR Long,Coral Core (CCI),27.641036557474692,2002 Feb,-0.2590785195525882,0
28.11061637416377,-12.0875,96.875,2002-03-01,DAR Long,Coral Core (CCI),27.641036557474692,2002 Mar,0.4695798166890768,0.4695798166890768
28.758312673045253,-12.0875,96.875,2002-04-01,DAR Long,Coral Core (CCI),27.641036557474692,2002 Apr,1.1172761155705615,1.5868559322596383
28.5154265609647,-12.0875,96.875,2002-05-01,DAR Long,Coral Core (CCI),27.641036557474692,2002 May,0.8743900034900065,2.461245935749645
28.19157841152395,-12.0875,96.875,2002-06-01,DAR Long,Coral Core (CCI),27.641036557474692,2002 Jun,0.550541854049257,3.011787789798902
27.948692299443408,-12.0875,96.875,2002-07-01,DAR Long,Coral Core (CCI),27.641036557474692,2002 Jul,0.30765574196871626,3.319443531767618
27.786768224723033,-12.0875,96.875,2002-08-01,DAR Long,Coral Core (CCI),27.641036557474692,2002 Aug,0.14573166724834152,3.4651751990159596
27.70580618736284,-12.0875,96.875,2002-09-01,DAR Long,Coral Core (CCI),27.641036557474692,2002 Sep,0.06476962988814705,3.5299448289041067
27.543882112642464,-12.0875,96.875,2002-10-01,DAR Long,Coral Core (CCI),27.641036557474692,2002 Oct,-0.09715444483222768,0
27.867730262083217,-12.0875,96.875,2002-11-01,DAR Long,Coral Core (CCI),27.641036557474692,2002 Nov,0.22669370460852534,0.22669370460852534
28.353502486244324,-12.0875,96.875,2002-12-01,DAR Long,Coral Core (CCI),27.641036557474692,2002 Dec,0.7124659287696318,0.9391596333781571
28.5154265609647,-12.0875,96.875,2003-01-01,DAR Long,Coral Core (CCI),27.641036557474692,2003 Jan,0.8743900034900065,1.8135496368681636
28.434464523604504,-12.0875,96.875,2003-02-01,DAR Long,Coral Core (CCI),27.641036557474692,2003 Feb,0.793427966129812,2.6069776029979757
28.272540448884143,-12.0875,96.875,2003-03-01,DAR Long,Coral Core (CCI),27.641036557474692,2003 Mar,0.6315038914094515,3.238481494407427
28.02965433680359,-12.0875,96.875,2003-04-01,DAR Long,Coral Core (CCI),27.641036557474692,2003 Apr,0.3886177793288965,3.6270992737363237
27.786768224723033,-12.0875,96.875,2003-05-01,DAR Long,Coral Core (CCI),27.641036557474692,2003 May,0.14573166724834152,3.772830940984665
NA,NA,NA,2003-06-01,DARL,Coral Core (CCI),NA,2003 Jun,0,0
27.462920075282284,-12.0875,96.875,2003-07-01,DAR Long,Coral Core (CCI),27.641036557474692,2003 Jul,-0.17811648219240794,0
27.543882112642464,-12.0875,96.875,2003-08-01,DAR Long,Coral Core (CCI),27.641036557474692,2003 Aug,-0.09715444483222768,0
27.624844150002644,-12.0875,96.875,2003-09-01,DAR Long,Coral Core (CCI),27.641036557474692,2003 Sep,-0.01619240747204742,0
NA,NA,NA,2003-10-01,DARL,Coral Core (CCI),NA,2003 Oct,0,0
28.02965433680359,-12.0875,96.875,2003-11-01,DAR Long,Coral Core (CCI),27.641036557474692,2003 Nov,0.3886177793288965,0.3886177793288965
28.11061637416377,-12.0875,96.875,2003-12-01,DAR Long,Coral Core (CCI),27.641036557474692,2003 Dec,0.4695798166890768,0.8581975960179733
28.272540448884143,-12.0875,96.875,2004-01-01,DAR Long,Coral Core (CCI),27.641036557474692,2004 Jan,0.6315038914094515,1.4897014874274248
28.353502486244324,-12.0875,96.875,2004-02-01,DAR Long,Coral Core (CCI),27.641036557474692,2004 Feb,0.7124659287696318,2.2021674161970566
28.19157841152395,-12.0875,96.875,2004-03-01,DAR Long,Coral Core (CCI),27.641036557474692,2004 Mar,0.550541854049257,2.7527092702463136
28.02965433680359,-12.0875,96.875,2004-04-01,DAR Long,Coral Core (CCI),27.641036557474692,2004 Apr,0.3886177793288965,3.14132704957521
27.867730262083217,-12.0875,96.875,2004-05-01,DAR Long,Coral Core (CCI),27.641036557474692,2004 May,0.22669370460852534,3.3680207541837355
27.624844150002644,-12.0875,96.875,2004-06-01,DAR Long,Coral Core (CCI),27.641036557474692,2004 Jun,-0.01619240747204742,0
27.543882112642464,-12.0875,96.875,2004-07-01,DAR Long,Coral Core (CCI),27.641036557474692,2004 Jul,-0.09715444483222768,0
27.543882112642464,-12.0875,96.875,2004-08-01,DAR Long,Coral Core (CCI),27.641036557474692,2004 Aug,-0.09715444483222768,0
27.543882112642464,-12.0875,96.875,2004-09-01,DAR Long,Coral Core (CCI),27.641036557474692,2004 Sep,-0.09715444483222768,0
27.624844150002644,-12.0875,96.875,2004-10-01,DAR Long,Coral Core (CCI),27.641036557474692,2004 Oct,-0.01619240747204742,0
27.70580618736284,-12.0875,96.875,2004-11-01,DAR Long,Coral Core (CCI),27.641036557474692,2004 Nov,0.06476962988814705,0.06476962988814705
27.948692299443408,-12.0875,96.875,2004-12-01,DAR Long,Coral Core (CCI),27.641036557474692,2004 Dec,0.30765574196871626,0.3724253718568633
NA,NA,NA,2005-01-01,DARL,Coral Core (CCI),NA,2005 Jan,0,0
NA,NA,NA,2005-02-01,DARL,Coral Core (CCI),NA,2005 Feb,0,0
28.11061637416377,-12.0875,96.875,2005-03-01,DAR Long,Coral Core (CCI),27.641036557474692,2005 Mar,0.4695798166890768,0.4695798166890768
28.11061637416377,-12.0875,96.875,2005-04-01,DAR Long,Coral Core (CCI),27.641036557474692,2005 Apr,0.4695798166890768,0.9391596333781536
28.02965433680359,-12.0875,96.875,2005-05-01,DAR Long,Coral Core (CCI),27.641036557474692,2005 May,0.3886177793288965,1.32777741270705
